Name.of.institution,UnitID,Sector,OPEID,Calendar.system
Franklin W Olin College of Engineering,458557,2,3720300,Academic
Harrisburg University of Science and Technology,458593,2,3490301,Academic
Northwest Regional Technology Institute,458681,6,1110902,Program
National Massage Therapy Institute,458690,6,1049031,Program
South Louisiana Community College,458706,4,3113300,Academic
Blue Ridge Community and Technical College,458715,4,2331000,Academic
New College of Florida,458733,1,3746400,Academic
New River Community and Technical College,458742,4,3837300,Academic
American Institute of Massage Therapy,458751,9,3108600,Program
Healing Touch Career College,458760,9,4014300,Program
International School of Beauty Inc,458779,9,3917300,Program
New England College of Business and Finance,458797,3,2178900,Academic
MyrAngel Beauty Institute,458803,9,2272400,Program
Hair Expressions Academy,458812,9,1054203,Program
UEI College-Gardena,458821,9,2283806,Program
Hands on Therapy,458830,9,1054201,Program
WellSpring School of Allied Health-Kansas City,458849,6,2316600,Program
WellSpring School of Allied Health-Lawrence,458858,6,4189600,Program
American Career College-Ontario,458867,6,4130400,Program
Expression College for Digital Arts,458919,3,3801400,Academic
Institute of Professional Careers,458937,9,3068200,Program
Massage Therapy Institute of Colorado,458955,9,757302,Program
Ann Arbor Institute of Massage Therapy,458964,9,2320800,Program
California State University-Channel Islands,458973,1,2553500,Academic
Visible Music College,458982,2,3042700,Academic
School of Professional Horticulture at the New York Botanical Garden,458991,5,3002000,Academic
CDA Technical Institute,459000,9,4185100,Program
Aviator College of Aeronautical Science and Technology,459019,6,3052301,Academic
Texas Health School,459028,9,2123200,Program
SAE Institute of Technology-New York,459037,9,4165800,Program
Arkansas Beauty College,459046,9,4183400,Program
Beaumont Adult School,459055,7,3098702,Program
Palace Beauty College,459064,9,2195800,Program
Blake Austin College,459073,9,3096200,Program
Thuy Princess Beauty College,459091,9,1049057,Program
United States University,459107,3,781401,Academic
Nuvo College of Cosmetology,459116,9,2248206,Program
P&A Scholars Beauty School,459125,9,1054213,Program
Palladium Technical Academy,459134,9,2297705,Program
American Institute of Beauty,459143,9,4135000,Program
Augusta School of Massage,459152,9,3429301,Program
Education and Technology Institute,459161,8,3445300,Program
Mountain State School of Massage,459170,9,3777300,Program
Trendsetters School of Beauty & Barbering,459189,9,3642300,Program
The Salon Professional Academy-Fargo,459198,6,757300,Program
Tennessee Career Institute,459204,9,2128302,Program
Southeast Texas Career Institute,459213,9,1180200,Program
Los Angeles Film School,459231,3,817809,Program
Academy of Hair Design-Springfield,459259,9,4115703,Program
ATA College,459268,6,2079412,Academic
ATA Career Education,459277,6,3368304,Academic
Avi Career Training,459286,9,987700,Program
Pierpont Community and Technical College,459295,4,1109700,Academic
BridgeValley Community & Technical College,459301,4,4115700,Academic
Ideal Beauty Academy,459310,9,1049010,Program
Ideal Beauty Academy,459329,6,3969600,Program
Sullivan and Cogliano Training Center,459338,9,1049001,Program
Compass Career College,459347,9,1055100,Program
Berks Career & Technology Center,459356,7,4159600,Program
Mountwest Community and Technical College,459365,4,2079402,Academic
North West Beauty School,459374,9,817803,Program
Mai-trix Beauty College,459392,9,2533600,Program
The Art Institute of Phoenix,459408,3,3970300,Academic
The Art Institutes International_Kansas City,459417,3,1049040,Academic
The Art Institute of Wisconsin,459426,3,4125400,Academic
The Art Institute of Las Vegas,459435,3,3763300,Academic
The Art Institute of Indianapolis,459444,3,1301601,Academic
The Art Institute of Salt Lake City,459453,3,4116400,Academic
The Art Institute of Tucson,459462,3,3361300,Academic
Brown Mackie College-Cincinnati,459471,3,3021500,Academic
Brown Mackie College-Akron,459480,3,3009400,Academic
Brown Mackie College-Merrillville,459499,3,462100,Academic
Brown Mackie College-Michigan City,459514,3,945919,Academic
Brown Mackie College-Quad Cities,459523,6,2283801,Academic
Brown Mackie College-Northern Kentucky,459532,3,1209200,Academic
Brown Mackie College-Findlay,459541,3,2575400,Academic
Brown Mackie College-Indianapolis,459550,3,4211500,Academic
Brown Mackie College-Louisville,459569,3,4115702,Academic
Brown Mackie College-Hopkinsville,459578,6,2559401,Academic
Brown Mackie College-South Bend,459587,3,752200,Academic
Brown Mackie College-Fort Wayne,459596,3,4160200,Academic
Brown Mackie College-Boise,459602,3,2079408,Academic
Brown Mackie College-Tulsa,459611,3,3035302,Academic
Brown Mackie College-Tucson,459639,3,1049077,Academic
Brown Mackie College-North Canton,459648,3,4101300,Academic
Brown Mackie College-Phoenix,459657,3,2230900,Academic
Brown Mackie College-Greenville,459666,3,2499000,Academic
Brown Mackie College-St Louis,459675,3,817810,Academic
Brown Mackie College-Albuquerque,459693,3,2497300,Academic
Brown Mackie College-Atlanta,459709,6,4195100,Academic
Brown Mackie College-San Antonio,459718,3,3358301,Academic
Brown Mackie College-Birmingham,459727,3,3430300,Academic
Brown Mackie College-Dallas,459833,3,2510300,Academic
The Art Institute of St Louis,459842,3,2180107,Academic
Brown Mackie College-Miami,459851,3,3017800,Academic
Southwest Applied Technology College,459930,7,818903,Program
Career College of California,459958,9,466602,Program
Asher College,459967,6,3070500,Program
Tucson College of Beauty,459985,9,3555400,Program
American Institute of Medical Technology,459994,6,149912,Program
Selma University,460002,2,2558704,Academic
Aveda Institute-Provo,460011,9,1049071,Program
Hondros College,460020,3,2312202,Academic
Gnomon School of Visual Effects,460039,6,945917,Program
Aspen University,460048,3,961802,Academic
Bais Medrash Toras Chesed,460057,2,3114700,Academic
Professional Career Training Institute,460066,9,966409,Program
Academy for Careers and Technology,460075,7,2549400,Program
Cambridge Institute of Health & Technology,460093,6,2104404,Program
WestMed College,460109,8,4207900,Program
CCI Training Center-Arlington,460118,9,2112301,Program
Coastline Beauty College,460127,9,961803,Program
Make-up Designory,460136,9,966412,Program
Academy of Natural Therapy Inc,460145,6,2184200,Program
The Kingês College,460181,2,4164500,Academic
Success Schools,460190,9,3025001,Program
Taft University System,460206,3,4204000,Academic
Carolina School of Broadcasting,460215,9,2548802,Program
New Age Training,460358,9,966406,Program
Academy Di Capelli-School of Cosmetology,460367,9,2272401,Program
Pensacola School of Massage Therapy & Health Careers,460394,9,945909,Program
Palm Beach Academy of Health & Beauty,460446,9,751800,Program
Carib Technological Institute,460455,9,738701,Program
University of Management and Technology,460464,3,1049046,Academic
West Hills College-Lemoore,460482,4,966400,Academic
Louisiana Culinary Institute,460516,6,4038400,Academic
Nevada State College,460525,1,4174000,Academic
Valley College of Medical Careers,460534,6,4162800,Program
Coachella Valley Beauty College,460543,9,1049032,Program
Coachella Valley Beauty College-Beaumont,460552,9,3920300,Program
Talmudical Seminary of Bobov,460561,2,4147301,Academic
Mayfield College,460570,6,1184100,Academic
Regina's College of Beauty-Monroe,460589,9,2223900,Program
Regina's College of Beauty-High Point,460598,9,2159800,Program
Regina's College of Beauty-Charlotte,460613,9,1083600,Program
Regina's College of Beauty,460631,9,1049061,Program
Future-Tech Institute,460640,9,3469300,Academic
Taylor College,460659,6,1049042,Academic
DiGrigoli School of Cosmetology,460677,9,2601100,Program
EDP School of Computer Programming,460695,8,1049072,Program
Instituto Educativo Premier,460701,9,4149900,Program
Dayton School of Medical Massage,460710,9,4167600,Academic
Milwaukee Career College,460729,6,2245400,Program
SOLEX Medical Academy,460747,9,3614300,Program
Larry's Barber College,460756,9,4145500,Program
Monroe 2 Orleans BOCES-Center for Workforce Development,460765,7,4168700,Program
Champion Beauty College,460774,9,4129900,Program
Northcoast Medical Training Academy,460783,9,3035303,Program
Chicago ORT Technical Institute,460808,5,718700,Program
Academy of Cosmetology,460817,6,3125300,Program
American Business and Technology University,460826,3,3490300,Program
New York Film Academy,460835,3,1049038,Program
Eastern West Virginia Community and Technical College,460844,4,757301,Academic
City Vision College,460853,2,1049014,Academic
Career College Consultants,460862,9,3012300,Program
Aveda Institute-South Florida,460871,9,2325700,Program
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,460899,2,2608000,Academic
Sunnyside Beauty Academy,460905,9,945900,Program
Health And Style Institute,460914,9,2302800,Program
Paul Mitchell the School-Miami,460923,9,3781400,Program
Arizona Culinary Institute,460932,9,1054200,Program
MyComputerCareer.com-Indianapolis,460950,9,4175300,Program
Gallery College of Beauty,460969,9,1112300,Program
Columbia Southern University,460978,3,2108800,Academic
Dixie Applied Technology College,460987,7,4125500,Program
Criswell College,460996,2,2513500,Academic
Tri County Regional Vocational Technical High School,461005,7,2341104,Program
Grantham University,461014,3,1049080,Academic
Yeshivas Be'er Yitzchok,461023,2,3700300,Academic
Dominion School of Hair Design,461032,9,2312200,Program
Elite College of Cosmetology,461041,9,1049035,Program
MyComputerCareer.com-Columbus,461111,9,4116900,Program
Ambria College of Nursing,461148,6,3078400,Program
Gentle Healing School of Massage,461157,9,446700,Program
Paul Mitchell the School-Austin,461175,9,1049024,Program
Manuel and Theresa's School of Hair Design-Bryan,461193,9,3025800,Program
Manuel and Theresa's School of Hair Design-Victoria,461218,9,738700,Program
Career School of NY,461227,8,3150500,Program
Paul Mitchell the School-Cleveland,461236,9,3159300,Program
Champion Institute of Cosmetology,461245,9,2521801,Program
Coast Career Institute,461254,6,1260602,Program
Coast Career Institute,461263,6,989800,Program
Academy of Career Training,461272,9,3253304,Program
University of California-Merced,461281,1,3116100,Academic
Victoria's Academy of Cosmetology,461290,9,4158400,Program
Columbia College,461306,6,3089100,Program
Columbia College,461315,9,945910,Program
Columbia Institute,461342,9,1049002,Program
Digital Media Arts College,461351,3,966411,Academic
CDE Career Institute,461360,9,2063100,Program
Trident University International,461388,3,4170800,Academic
Millennium Training Institute,461397,9,2153100,Program
Management Resources College,461421,6,456000,Program
Branford Academy of Hair and Cosmetology,461449,9,1049026,Program
Center for Massage & Natural Health,461476,9,2602300,Program
International Polytechnic Institute,461494,8,720400,Program
MediaTech Institute-Dallas,461500,9,4120900,Program
MediaTech Institute-Austin,461528,9,2149900,Program
MediaTech Institute-Houston,461537,9,3766301,Program
MediaTech Institute-Oceanside,461546,9,1260600,Program
Florida School of Massage,461555,9,2119301,Program
Louisiana Delta Community College,461564,4,1049059,Academic
Institute of Production and Recording,461573,6,2612200,Academic
Victory Trade School,461582,5,1049064,Academic
Shear Excellence Hair Academy,461591,9,3758300,Program
Academy of Massage and Bodywork,461607,9,3077200,Program
BJ's Beauty & Barber College,461625,6,3843300,Program
Tricoci University of Beauty Culture-Indianapolis,461652,9,1049079,Program
Yeshiva Toras Chaim,461670,2,3458300,Academic
Total Image Beauty Academy,461689,9,4149300,Program
Corinth Academy of Cosmetology,461698,6,738800,Program
The Collective School Of Music,461704,6,1049034,Academic
Liberty Technical College,461713,9,4155300,Program
Southwest University at El Paso,461722,3,1260607,Academic
Academy of Esthetics and Cosmetology,461731,9,1049047,Program
Wisconsin Academy,461740,6,3240300,Program
InfoTech Career College,461759,6,1049082,Program
Inland Massage Institute,461768,9,1260603,Academic
Z Hair Academy,461777,9,1185803,Program
California University of Management and Sciences,461786,2,2540000,Academic
Trend Setters School of Cosmetology,461795,9,3009500,Program
Cutter's Edge School of Cosmetology,461801,9,1049041,Program
New York Medical Career Training Center,461810,6,1049070,Program
Futura Career Institute,461829,9,2210400,Academic
John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,461838,9,4192700,Program
Jersey College,461847,6,2219600,Program
Evans Hairstyling College-Rexburg,461856,6,2520400,Program
San Diego College,461865,9,3087200,Program
International Professional School of Bodywork,461874,6,2223902,Academic
Aveda Institute-Tallahassee,461883,9,2327800,Program
Cozmo Beauty School,461892,9,4154800,Program
Cannon Institute of Higher Learning,461908,9,3064400,Program
Allied Health Institute,461917,6,1246115,Academic
Focus-Hope Information Technologies Center,461926,8,1049003,Program
American Institute of Medical Sciences & Education,461935,6,1151000,Program
PCCenter,461944,9,2153102,Program
University of Aesthetics-Chicago,461953,9,2530704,Program
The University of Aesthetics & Cosmetology,461962,9,1049078,Program
Borner's Barber College,461971,9,725300,Program
Cayce Reilly School of Massotherapy,461980,8,1049016,Program
Tricoci University of Beauty Culture-Chicago NW,461999,9,1049067,Program
Aveda Institute-Columbus,462008,9,3103800,Program
Aveda Institute-Los Angeles,462017,9,3007100,Program
Brensten Education,462026,6,4205200,Program
Institute of Therapeutic Massage,462035,9,4133600,Program
Yeshiva of Machzikai Hadas,462053,2,1049085,Academic
The Salon Professional Academy-Appleton,462062,6,2297701,Program
The Salon Spa Academy,462071,9,928300,Program
Cardiotech Ultrasound School,462309,6,2517100,Academic
Alaska Christian College,462318,5,3823300,Academic
Paul Mitchell the School-Pasadena,462327,9,3493300,Program
Midwestern Career College,462336,6,4151800,Program
National Beauty College,462345,6,2228100,Program
The Hair Academy,462354,6,2257900,Program
Frederick School of Cosmetology,462363,9,3816301,Program
Delaware College of Art and Design,462372,5,3336300,Academic
Global Health College,462390,6,2544300,Academic
Mississippi Institute of Aesthetics Nails & Cosmetology,465812,9,4167300,Program
Horizon University,466152,2,2126500,Academic
Aveda Institute-Chapel Hill,466161,9,1083601,Program
North Florida Academy,466170,9,1063000,Program
International Cosmetology Academy,466189,9,3928300,Program
Aveda Institute-Chicago,466514,9,3729300,Program
French Academy of Cosmetology,466523,9,3275300,Program
Toni & Guy Hairdressing Academy-Cranston,466921,9,3706300,Program
San Francisco Institute of Esthetics and Cosmetology,466930,9,1205100,Program
Laurus College,467058,9,1049008,Program
Omega Studios' School of Applied Recording Arts & Sciences,467094,9,1074100,Program
Healing Hands School of Holistic Health,467155,9,3126900,Program
Aveda Institute-San Antonio,467340,9,3098700,Program
Touro University Worldwide,467368,2,3434301,Academic
Georgia Gwinnett College,467508,1,2523900,Academic
Professional Hands Institute,467517,6,2521800,Program
Woodland Community College,467526,4,2173210,Academic
Career Development Institute Inc,467535,9,1049063,Program
Institute of Culinary Education,467544,9,1054205,Program
Academy of Hair Design-Oklahoma City,467553,9,2287800,Program
Paul Mitchell the School-Rexburg,467562,6,1174400,Program
International Academy of Style,467571,6,2128200,Program
San Diego Culinary Institute,467580,9,945916,Program
Transformed Barber and Cosmetology Academy,467599,9,3025000,Program
Oxford Academy of Hair Design Inc,467605,9,4145200,Program
Skin Science Institute,467614,9,4037500,Program
International College of Cosmetology,467623,9,2497309,Program
Paul Mitchell the School-Springfield,467632,9,1054204,Program
Pulse Beauty Academy-A Paul Mitchell Partner School,467641,9,3610300,Program
Celebrity School of Beauty,467650,9,4172800,Program
National Career College,467669,6,1049007,Program
Walton Career Development Center,467678,4,1049013,Program
Marchman Technical Education Center,467784,4,4125501,Program
Portland Actors Conservatory,467793,5,1049012,Academic
Aviation Institute of Maintenance-Houston,467809,6,2582200,Academic
South Texas Training Center,467863,9,1054206,Academic
Advanced Welding Institute,467872,9,3800400,Program
Paul Mitchell the School-Atlanta,467881,9,2056400,Program
Tricoci University of Beauty Culture-Libertyville,467906,9,2494700,Program
Tricoci University of Beauty Culture-Bridgeview,468015,9,1049076,Program
Tricoci University of Beauty Culture-Glendale Heights,468024,9,945911,Program
Tricoci University of Beauty Culture-Chicago NE,468246,9,3433500,Program
Tricoci University of Beauty Culture-Peoria,468255,9,738702,Program
Tricoci University of Beauty Culture-Rockford,468398,9,1049048,Program
Casal Institute of Nevada,468705,6,4163000,Program
Lake Lanier School of Massage,468723,9,4141200,Program
New Life Business Institute,468732,9,1260601,Program
Beyond 21st Century Beauty Academy,468769,9,2531802,Program
Denver School of Nursing,468866,3,2132300,Academic
European Academy of Cosmetology and Hairdressing,468875,9,4131200,Program
Medical Institute of Palm Beach,468893,9,3368301,Program
American Institute of Interior Design,468963,9,4132800,Program
CenterPoint Massage and Shiatsu Therapy School and Clinic,469054,9,943300,Program
Northern California Institute of Cosmetology Inc,469124,9,945912,Program
Paul Mitchell the School-Cincinnati,469133,9,3122500,Program
Paul Mitchell the School-Toledo,469142,9,966405,Program
Paul Mitchell the School-Birmingham,469151,9,2554802,Program
Park West Barber School,469160,9,1049036,Program
Gary Manuel Aveda Institute,469197,9,1069500,Program
A & W Healthcare Educators,469407,9,2582700,Program
Homestead Schools,469416,8,2150600,Program
Somerset County Technology Center,469586,4,757304,Program
Profile Institute of Barber-Styling,469610,9,2148700,Program
Golden State College of Court Reporting,469629,6,3643300,Program
RWM Fiber Optics,469638,9,3816300,Program
Preferred College of Nursing-Los Angeles,469647,9,2180100,Program
D & L Academy of Hair Design,469911,6,4140800,Academic
Immokalee Technical Center,469920,4,4188700,Program
The Process Institute of Cosmetology,469957,9,4178700,Program
The Salon Professional Academy-Tonawanda,469993,9,2538800,Program
Vanity School of Cosmetology,470047,6,2079413,Program
American Academy of Cosmetology,470092,9,2248203,Program
My Le's Beauty College,470162,9,1260606,Program
Bella Capelli Academy,470223,9,2343600,Program
The Temple-A Paul Mitchell Partner School,470296,9,3416300,Program
Columbia Gorge Community College,470302,4,4141700,Academic
Toledo Restaurant Training Center,470393,8,3068400,Program
Carthage R9 School District-Carthage Technical Center,470861,7,2297702,Program
Georgia Beauty Academy,470870,9,3052300,Program
International Institute of Cosmetology,470898,9,4167800,Program
Pike County Joint Vocational School District,470904,7,809002,Program
Astrodome Career Centers,474863,9,1260604,Program
Paul Mitchell the School-Sacramento,474881,9,1049053,Program
Studio Academy of Beauty,474890,9,2349400,Program
Renaissance Academie,474906,9,4040300,Program
Southern Worcester County Regional Voc School District,474915,7,1049033,Program
Paul Mitchell the School-Columbus,474924,9,2134801,Program
Bethel College,474933,2,2195400,Academic
Providence Christian College,474942,2,4117500,Academic
Carolina College of Biblical Studies,474997,2,2170300,Academic
Starting Points Inc,475015,8,1049058,Academic
DuVall's School of Cosmetology,475024,9,1049037,Program
National Career Institute,475042,9,2174800,Academic
Northwest School of Wooden Boat Building,475060,5,3702300,Academic
Institute of Medical Careers,475079,9,1209202,Program
Oliver Finley Academy of Cosmetology,475097,6,2576100,Program
Onondaga School of Therapeutic Massage-Syracuse,475121,9,966402,Program
Onondaga School of Therapeutic Massage-Rochester,475130,9,3066700,Program
Advanced Beauty College,475194,9,1049062,Program
Aveda Fredric's Institute-Indianapolis,475255,9,3552300,Program
Academy of Cosmetology and Esthetics NYC,475282,9,1049019,Program
Toni & Guy Hairdressing Academy-Modesto,475291,9,469208,Program
Institute of Advanced Medical Esthetics,475325,9,3735400,Program
University of Fort Lauderdale,475352,2,1077900,Academic
Aviation Institute of Maintenance-Orlando,475370,6,1292900,Academic
Georgia Christian University,475389,2,2297500,Academic
Aerosim Flight Academy,475404,9,2559402,Program
Love Beauty School Inc,475413,9,2173204,Program
National Paralegal College,475431,3,1049066,Academic
Access Careers,475459,9,966410,Program
Nova Academy of Cosmetology,475468,9,4156000,Program
The Salon Professional Academy-Onalaska,475477,6,2180109,Program
Grace Mission University,475486,2,4152400,Academic
Metro Beauty Academy,475501,9,3068202,Program
Aiken School of Cosmetology,475529,9,2545400,Program
Paul Mitchell the School-Sherman Oaks,475538,9,1049039,Program
Flagler Technical Institute,475547,7,2079414,Program
L'esprit Academy,475556,9,3727600,Program
Texas Beauty College,475565,9,2211902,Program
Flair Beauty College,475574,9,2601000,Program
Marketti Academy of Cosmetology,475583,9,4169100,Program
Galaxy Medical College,475592,9,4149100,Program
American Medical Sciences Center,475608,6,3263300,Program
Trinity School of Health and Allied Sciences,475617,9,4184900,Program
Atlanta Beauty & Barber Academy,475626,9,1049025,Program
Angeles College,475635,3,4138000,Program
Avalon School of Cosmetology,475644,6,1015100,Program
Paul Mitchell the School-Normal,475653,9,4056300,Program
Avenue Five Institute,475662,9,2056501,Program
Preferred College of Nursing-Van Nuys,475680,9,3498400,Program
Shasta School of Cosmetology,475699,9,4163400,Program
Brandman University,475705,2,2221300,Academic
Mandalyn Academy,475714,9,3538300,Program
Jose Maria Vargas University,475732,3,4186900,Academic
Laird Institute of Spa Therapy,475741,9,739100,Program
Toni & Guy Hairdressing Academy-Albuquerque,475750,9,2125300,Program
Hollywood Institute of Beauty Careers,475839,9,2065700,Program
Hollywood Institute of Beauty Careers,475866,9,1049022,Program
Hollywood Institute of Beauty Careers-West Palm Beach,476063,9,2238500,Program
Hollywood Institute of Beauty Careers-Casselberry,476090,9,1276400,Program
Eric Fisher Academy,476106,9,4190500,Program
SICE Paul Mitchell Partner School,476115,9,4204300,Program
Summit Salon Academy,476124,9,4121000,Program
The Salon Professional Academy-Gainesville,476133,9,1049000,Program
The Salon Professional Academy-The Villages,476142,9,2490800,Program
Compass College of Cinematic Arts,476151,2,928400,Academic
Cosmo Beauty Academy,476160,9,2220400,Program
Bitterroot School of Cosmetology,476179,6,1049054,Program
Master Educators Beauty School,476230,6,4179600,Program
Montana Academy of Salons,476294,6,2248200,Program
Global Institute,476328,9,3023500,Academic
Angeles Institute,476337,9,2079415,Program
Eureka Institute of Health and Beauty,476346,9,469201,Program
D A Dorsey Educational Center,476355,4,3068201,Program
Keweenaw Bay Ojibwa Community College,476382,4,1049021,Academic
Barone Beauty Academy,476391,9,1049051,Program
The Academy Waukesha,476470,6,3007600,Program
Acaydia School of Aesthetics,476489,9,4166900,Program
John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,476498,9,2552400,Program
The Salon Professional Academy-Lewisville,476504,9,4175800,Program
Paul Mitchell the School-Fresno,476513,9,4129400,Program
Manhattan Institute,476522,9,4220000,Program
The Salon Professional Academy-Anderson,476531,9,4209300,Program
The Salon Professional Academy-Perrysburg,476540,6,2587700,Program
Cosmetic Arts Institute,476559,9,1049065,Program
Paul Mitchell the School-Temecula,476568,9,1049043,Program
Aveda Institute-Denver,476577,6,959500,Program
The Salon Professional Academy-Ft Myers,476586,9,4155900,Program
Sage School of Massage,476595,9,2362003,Program
Finger Lakes School of Massage,476601,9,3965400,Program
Finger Lakes School of Massage,476610,9,4186600,Program
Finger Lakes School of Massage,476629,9,1049081,Program
The Artisan College of Cosmetology,476638,6,2339704,Program
Innovations Design Academy,476674,9,1265000,Program
SOLEX College,476683,6,3368300,Program
College of Massage Therapy,476692,7,3094400,Program
Lawyer's Assistant School of Dallas,476708,9,2335900,Program
ABC Beauty Academy,476717,9,4162700,Program
Salon & Spa Institute,476726,9,1049083,Program
Diamonds Cosmetology College,476735,9,1049045,Program
Tramy Beauty School,476744,9,1242503,Program
Unitek College,476753,3,1049084,Academic
Gurnick Academy of Medical Arts,476762,6,1049073,Program
American Beauty Academy,476771,9,2248204,Program
Summit Salon Academy,476780,6,1248302,Program
Paul Mitchell the School-Colorado Springs,476805,6,2285900,Program
Beauty Academy of South Florida,476823,9,2173205,Program
The Salon Professional Academy-St Charles,476832,9,2560600,Program
Paul Mitchell the School-St Louis,476841,9,2309100,Program
Unity Cosmetology College,476850,9,961300,Program
Paul Mitchell the School-Delaware,476869,9,1049050,Program
Aveda Institute-Portland,476878,6,2527500,Program
Cosmopolitan Beauty and Tech School,476887,9,2619200,Program
Cosmopolitan Beauty and Tech School,476896,9,4185700,Program
Avant Gard The School,476902,9,2544303,Program
Eternity Cosmetology School,476911,9,2211600,Program
Salon 496 Barber Academy,476948,9,3577300,Program
The Salon Professional Academy-Evansville,476957,9,4210300,Program
Body Therapy Institute,476966,9,2079404,Program
Academy of Cosmetology,476984,9,3418300,Program
The Lab-Paul Mitchell Partner School,476993,9,4194500,Program
Taylor Andrews Academy of Hair Design-West Jordan,477002,9,2617000,Program
Taylor Andrews Academy-Orem,477039,9,4147100,Program
Santa Ana Beauty Academy,477950,9,2312300,Program
Moreno Valley College,477996,4,1246108,Academic
Grace College of Divinity,478005,2,2108801,Academic
The Salon Professional Academy-Colorado Springs,478014,9,1049004,Program
Cosmetology College of Franklin County,478582,9,1049015,Program
Skin Institute,478591,9,2054900,Program
Paul Mitchell the School-Phoenix,478616,9,3094800,Program
All Beauty College,478634,9,1049049,Program
All Beauty College,478643,9,2202400,Program
Rochester School of Hair Design,478661,9,3422300,Program
Aveda Institute-New Mexico,478917,9,2195500,Program
Nashville Barber and Style Academy,478953,9,1242504,Program
American Trade School,479053,9,1049056,Program
Estelle Skin Care and Spa Institute,479062,9,3964400,Program
Universal Spa Training Academy,479123,9,983100,Program
Paul Mitchell the School-Honolulu,479248,6,1242500,Program
Paul Mitchell the School-East Bay,479549,9,2520000,Program
Penrose Academy,479558,9,817800,Program
Elite Cosmetology School,479594,9,1049005,Program
Park Avenue School of Cosmetology,479600,9,4158900,Program
J Renee Career Facilitation,479628,9,1054209,Program
American Technical Institute,479637,9,2277500,Program
Norco College,479646,4,961200,Academic
Aveda Institute-Boise,479655,6,4134000,Program
American Health Institute,479956,9,2567600,Program
Pima Medical Institute-Aurora,479965,6,4120400,Program
Real Barbers College,479974,9,4117200,Program
Capilo School of Hair Design,479983,9,4145000,Program
Pure Aesthetics,479992,9,4189800,Program
Lindsey Institute of Cosmetology,480000,6,4124100,Program
Tri-State Institute of Hair Design,480019,9,3493302,Program
The Salon Professional Academy-Iowa City,480028,6,2104403,Program
Buckner Barber School,480037,9,2132302,Program
Simmons College of Kentucky,480064,2,2295700,Academic
Carolina College of Hair Design,480073,9,4184500,Program
Vogue College of Cosmetology-San Antonio Fredericksburg,480082,9,2086400,Program
Vogue College of Cosmetology,480091,9,3727500,Program
Vogue College of Cosmetology-McAllen,480107,9,2520200,Program
Vogue College of Cosmetology-Santa Fe,480125,9,3714300,Program
Atelier Esthetique Institute of Esthetics,480143,9,4147200,Program
Ashdown College of Health Sciences,480161,6,3011800,Academic
Advanced College of Cosmetology,480170,6,3103700,Program
Montessori Education Institute of the Pacific Northwest,480189,2,4059300,Program
North American University,480198,2,3800300,Academic
Entourage Institute of Beauty and Esthetics,480204,9,2128301,Program
United Beauty College,480310,9,4132400,Program
Tomorrow's Image Barber Academy of Virginia,480329,9,3035301,Program
Cinta Aveda Institute,480338,6,2285000,Program
Long Island Nail & Skin Care Institute,480347,9,3768400,Program
Mesivta Keser Torah,480356,2,2203301,Academic
Southern California Health Institute,480480,9,818900,Program
Best Care Training Institute,480514,9,2270800,Program
Integrity College of Health,480523,9,3035306,Program
First Class Cosmetology School,480532,6,947500,Program
Hawaii Medical College,480550,6,3303300,Academic
Millennia Atlantic University,480657,3,3327300,Academic
Top Nails & Hair Beauty School,480693,9,2223700,Program
Washington Barber College Inc,480727,9,4192200,Program
Abcott Institute,480736,9,752205,Program
The Salon Professional Academy-North Little Rock,480754,9,4115300,Program
The Salon Professional Academy-Kenosha,480781,6,4137801,Program
Healing Arts Institute,480815,9,2104400,Program
Paul Mitchell the School-Indianapolis,480824,9,1229700,Program
Taylor Andrews Academy-St George,480833,6,2317800,Program
Paul Mitchell the School-Ardmore,480842,9,2543800,Program
Seymour Beauty Academy,480879,9,1231600,Program
Christine Valmy International School of Esthetics & Cosmetology,480888,9,2061800,Program
Protege Academy,480897,9,3075200,Program
Excel Learning Center,480903,9,2349500,Program
College of International Esthetics Inc,480912,9,4126900,Program
Colorado Academy of Veterinary Technology,480921,6,3944300,Academic
Northeast Technical Institute,480930,9,3464300,Program
Salinas Beauty College Inc,480967,9,4157600,Program
National Personal Training Institute of Colorado,480976,9,4171700,Program
National Personal Training Institute of Colorado,480985,9,4038700,Program
Academy of Couture Art,480994,3,4152800,Academic
Medical Allied Career Center,481003,9,747600,Program
Academy for Salon Professionals,481021,9,3035305,Program
Elite School of Cosmetology,481049,6,2218002,Program
Paul Mitchell the School-Las Vegas,481058,6,4187300,Program
The Salon Professional Academy-Kokomo,481100,9,4162200,Program
International College of Beauty Arts & Sciences,481119,9,4148700,Program
Donna's Academy of Hair Design,481128,9,2269300,Program
New Beginning College of Cosmetology,481137,9,2616600,Program
Hair Academy,481146,9,3740400,Program
John Amico School of Hair Design,481155,9,2570403,Program
Crevier's Academy of Cosmetology Arts,481164,6,2285902,Program
CyberTex Institute of Technology,481173,9,3030802,Program
Florida Academy,481182,9,4140200,Program
Bais HaMedrash and Mesivta of Baltimore,481191,2,2513501,Academic
ASI Career Institute,481207,9,2504500,Program
Long Island Barber Institute,481225,9,4167601,Program
Salon Institute-Toledo Campus,481234,6,4197500,Program
